trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
41,False,"{'a': 0.25, 'e': 0.9928086358538663}",20,0,-85.39703750964759,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
42,False,"{'a': 0.25, 'e': 0.9924450321351935}",25,0,-121.57916876835021,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
43,False,"{'a': 0.25, 'e': 0.9920724964179307}",25,0,-177.41672054576603,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",1
44,False,"{'a': 0.25, 'e': 0.9916910320548965}",25,0,-143.53947646822482,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
45,False,"{'a': 0.25, 'e': 0.9913006424792677}",20,0,-108.73759460500416,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
46,False,"{'a': 0.25, 'e': 0.9909013312045479}",20,0,-54.81771889050335,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.25, 'e': 0.9904931018245359}",25,0,-129.94623175357498,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
48,False,"{'a': 0.25, 'e': 0.9900759580132933}",25,0,-94.9398903805079,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
49,False,"{'a': 0.25, 'e': 0.9896499035251115}",20,0,-154.05104833356447,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
50,False,"{'a': 0.25, 'e': 0.9892149421944781}",20,12,-23.29228187439217,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
51,False,"{'a': 0.25, 'e': 0.9887710779360422}",20,5,-63.87760097451247,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
52,False,"{'a': 0.25, 'e': 0.9883183147445792}",20,0,-114.58691302142374,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
53,False,"{'a': 0.25, 'e': 0.9878566566949545}",20,0,-29.40351125790402,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
54,False,"{'a': 0.25, 'e': 0.9873861079420876}",20,0,-47.080807709465205,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
55,False,"{'a': 0.25, 'e': 0.986906672720914}",20,0,-61.240363681099474,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
56,False,"{'a': 0.25, 'e': 0.9864183553463477}",20,0,-213.85277713751856,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
57,False,"{'a': 0.25, 'e': 0.9859211602132415}",25,0,-156.0917309634849,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
58,False,"{'a': 0.25, 'e': 0.9854150917963483}",20,0,0.9061477921515273,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.25, 'e': 0.9849001546502806}",20,0,-39.81251415633547,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
60,False,"{'a': 0.25, 'e': 0.984376353409469}",30,0,-121.98526626974906,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
61,False,"{'a': 0.25, 'e': 0.9838436927881214}",25,0,-161.16096320373398,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
62,False,"{'a': 0.25, 'e': 0.9833021775801796}",30,0,-89.59133940695084,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
63,False,"{'a': 0.25, 'e': 0.9827518126592768}",20,0,-127.85791002436568,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
64,False,"{'a': 0.25, 'e': 0.9821926029786937}",20,0,-161.2774502295566,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
65,False,"{'a': 0.25, 'e': 0.9816245535713135}",25,0,-59.474074795526896,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
66,False,"{'a': 0.25, 'e': 0.9810476695495772}",20,0,-72.99841262858587,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.25, 'e': 0.9804619561054371}",25,0,-91.01033341594739,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.25, 'e': 0.97986741851031}",30,0,-92.79484505423302,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
69,False,"{'a': 0.25, 'e': 0.9792640621150305}",30,0,-24.613601450299182,"{0: 22, 1: 6, 2: 2, 3: 0, 4: 0}",0
70,False,"{'a': 0.25, 'e': 0.978651892349802}",30,0,-96.64994820923962,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
71,False,"{'a': 0.25, 'e': 0.9780309147241483}",20,0,-93.27011571012633,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
72,False,"{'a': 0.25, 'e': 0.9774011348268636}",25,0,-145.33029009340956,"{0: 13, 1: 0, 2: 10, 3: 1, 4: 1}",0
73,False,"{'a': 0.25, 'e': 0.9767625583259631}",20,0,-99.45892773279074,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
74,False,"{'a': 0.25, 'e': 0.9761151909686308}",20,0,-44.385216554323286,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
75,False,"{'a': 0.25, 'e': 0.9754590385811684}",20,6,-87.11970393069795,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
76,False,"{'a': 0.25, 'e': 0.9747941070689433}",20,1,-116.00778336440489,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 1}",1
77,False,"{'a': 0.25, 'e': 0.9741204024163344}",20,0,-87.83938561261121,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
78,False,"{'a': 0.25, 'e': 0.9734379306866789}",25,2,-40.59800465658685,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
79,False,"{'a': 0.25, 'e': 0.9727466980222181}",20,0,-0.3939760410383416,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.25, 'e': 0.9720467106440411}",20,0,-118.39863404496208,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
81,False,"{'a': 0.25, 'e': 0.9713379748520297}",20,0,-86.39724097523117,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
82,False,"{'a': 0.25, 'e': 0.970620497024801}",20,0,-156.91316309860937,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
83,False,"{'a': 0.25, 'e': 0.9698942836196508}",20,0,-145.2335177466653,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
84,False,"{'a': 0.25, 'e': 0.9691593411724948}",20,0,-187.39825537689111,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
85,False,"{'a': 0.25, 'e': 0.9684156762978101}",25,0,-86.25930604202374,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
86,False,"{'a': 0.25, 'e': 0.9676632956885756}",25,0,-202.92623440983743,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
87,False,"{'a': 0.25, 'e': 0.9669022061162115}",25,0,-219.14532049904437,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",0
88,False,"{'a': 0.25, 'e': 0.966132414430519}",20,0,-123.20625099616024,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
89,False,"{'a': 0.25, 'e': 0.965353927559618}",25,0,-100.69681737015381,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.25, 'e': 0.9645667525098851}",20,0,-15.307497434014923,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
91,False,"{'a': 0.25, 'e': 0.9637708963658905}",25,0,-164.70084802078685,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
92,False,"{'a': 0.25, 'e': 0.962966366290334}",25,0,-106.54295177188757,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
93,False,"{'a': 0.25, 'e': 0.9621531695239809}",20,0,-118.09233392380274,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
94,False,"{'a': 0.25, 'e': 0.9613313133855966}",25,0,-129.73483068319584,"{0: 12, 1: 4, 2: 5, 3: 4, 4: 0}",0
95,False,"{'a': 0.25, 'e': 0.9605008052718809}",30,0,-170.1905198609346,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
96,False,"{'a': 0.25, 'e': 0.9596616526574011}",30,0,-180.92071049534505,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
97,False,"{'a': 0.25, 'e': 0.9588138630945251}",20,0,-33.89119106831599,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
98,False,"{'a': 0.25, 'e': 0.9579574442133532}",25,0,-204.4639426675673,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
99,False,"{'a': 0.25, 'e': 0.9570924037216496}",25,0,-92.16573397523561,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
100,False,"{'a': 0.25, 'e': 0.9562187494047729}",20,3,-99.4490392208582,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
101,False,"{'a': 0.25, 'e': 0.955336489125606}",30,0,-137.13578700555453,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
102,False,"{'a': 0.25, 'e': 0.9544456308244855}",30,8,-31.812416810403644,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.25, 'e': 0.9535461825191301}",20,0,-129.38864813454765,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
104,False,"{'a': 0.25, 'e': 0.9526381523045685}",20,15,12.191483859751045,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.25, 'e': 0.9517215483530664}",20,0,-92.29036841541549,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
106,False,"{'a': 0.25, 'e': 0.9507963789140532}",20,0,-76.6827025747853,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
107,False,"{'a': 0.25, 'e': 0.9498626523140478}",25,0,-161.24432219990294,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
108,False,"{'a': 0.25, 'e': 0.948920376956583}",25,16,4.615969510384556,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.25, 'e': 0.9479695613221308}",20,0,-60.85443068271955,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
110,False,"{'a': 0.25, 'e': 0.9470102139680256}",30,0,-131.86075451049777,"{0: 18, 1: 4, 2: 4, 3: 3, 4: 1}",0
111,False,"{'a': 0.25, 'e': 0.946042343528387}",25,0,-85.55483669898547,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
112,False,"{'a': 0.25, 'e': 0.9450659587140423}",25,0,-120.12495479380472,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
113,False,"{'a': 0.25, 'e': 0.9440810683124485}",25,0,-95.0437293971166,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
114,False,"{'a': 0.25, 'e': 0.9430876811876123}",20,0,-84.93129825531449,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
115,False,"{'a': 0.25, 'e': 0.9420858062800114}",20,1,-132.66772767219672,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 2}",1
116,False,"{'a': 0.25, 'e': 0.941075452606513}",25,0,-152.97535962233712,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
117,False,"{'a': 0.25, 'e': 0.9400566292602934}",25,0,13.647242950018542,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.25, 'e': 0.9390293454107558}",20,0,-59.43578053128125,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
119,False,"{'a': 0.25, 'e': 0.937993610303448}",20,1,-101.71715748994168,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 1}",1
120,False,"{'a': 0.25, 'e': 0.9369494332599789}",25,0,-195.9801220190556,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
121,False,"{'a': 0.25, 'e': 0.9358968236779348}",25,0,-165.6037959863211,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
122,False,"{'a': 0.25, 'e': 0.9348357910307951}",20,0,-145.423834168797,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
123,False,"{'a': 0.25, 'e': 0.933766344867846}",30,0,-180.28794221764593,"{0: 17, 1: 4, 2: 4, 3: 3, 4: 2}",0
124,False,"{'a': 0.25, 'e': 0.9326884948140962}",20,0,-86.29708189309079,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
125,False,"{'a': 0.25, 'e': 0.9316022505701886}",25,0,-137.73278646678915,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
126,False,"{'a': 0.25, 'e': 0.9305076219123143}",25,0,-229.1447804096939,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
127,False,"{'a': 0.25, 'e': 0.9294046186921237}",20,0,-61.70069072563186,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
128,False,"{'a': 0.25, 'e': 0.9282932508366383}",20,0,-93.7551211762993,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
129,False,"{'a': 0.25, 'e': 0.9271735283481612}",20,0,-152.36124104210128,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
130,False,"{'a': 0.25, 'e': 0.9260454613041876}",25,0,-56.24575297699873,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
131,False,"{'a': 0.25, 'e': 0.9249090598573131}",25,14,10.403990096920918,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.25, 'e': 0.9237643342351428}",25,0,-162.1937945494216,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
133,False,"{'a': 0.25, 'e': 0.9226112947402}",30,0,-118.33100200369064,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
134,False,"{'a': 0.25, 'e': 0.921449951749832}",20,16,8.773741518946858,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.25, 'e': 0.9202803157161181}",20,0,-59.07088452062307,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
136,False,"{'a': 0.25, 'e': 0.9191023971657747}",20,7,-39.64208546508735,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
137,False,"{'a': 0.25, 'e': 0.9179162067000607}",20,0,-31.238503413686047,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
138,False,"{'a': 0.25, 'e': 0.9167217549946823}",35,0,-194.8240961940675,"{0: 17, 1: 7, 2: 8, 3: 1, 4: 2}",0
139,False,"{'a': 0.25, 'e': 0.9155190527996969}",35,0,-206.43658294707248,"{0: 22, 1: 2, 2: 5, 3: 3, 4: 3}",0
140,False,"{'a': 0.25, 'e': 0.914308110939416}",20,0,-116.62937746594396,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
141,False,"{'a': 0.25, 'e': 0.9130889403123083}",20,12,-2.6695545206862095,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.25, 'e': 0.911861551890901}",20,0,-162.69325316389993,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
143,False,"{'a': 0.25, 'e': 0.9106259567216819}",25,0,-136.940737564203,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
144,False,"{'a': 0.25, 'e': 0.9093821659249989}",20,0,-41.21146848385986,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
145,False,"{'a': 0.25, 'e': 0.9081301906949609}",35,0,-175.55930833615895,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
146,False,"{'a': 0.25, 'e': 0.9068700422993367}",20,0,-69.86059457391865,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.25, 'e': 0.9056017320794529}",20,0,-57.645919094880206,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
148,False,"{'a': 0.25, 'e': 0.9043252714500934}",25,0,-132.93607727331883,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
149,False,"{'a': 0.25, 'e': 0.903040671899395}",20,0,-132.18678733721407,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
150,False,"{'a': 0.25, 'e': 0.901747944988745}",20,0,-105.04502269710673,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
151,False,"{'a': 0.25, 'e': 0.9004471023526769}",20,0,-85.52923677044035,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
152,False,"{'a': 0.25, 'e': 0.8991381556987657}",20,0,-39.20845090024868,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
153,False,"{'a': 0.25, 'e': 0.8978211168075223}",25,0,-200.23845858507553,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
154,False,"{'a': 0.25, 'e': 0.8964959975322879}",20,0,-92.70646584711484,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
155,False,"{'a': 0.25, 'e': 0.8951628097991272}",20,0,-29.126108722490564,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
156,False,"{'a': 0.25, 'e': 0.8938215656067205}",25,0,-181.20449595968915,"{0: 11, 1: 5, 2: 5, 3: 2, 4: 2}",0
157,False,"{'a': 0.25, 'e': 0.8924722770262568}",25,0,-146.14733741200828,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
158,False,"{'a': 0.25, 'e': 0.891114956201324}",30,0,-55.4089501278983,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
159,False,"{'a': 0.25, 'e': 0.8897496153478003}",20,0,-90.28772051860359,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
160,False,"{'a': 0.25, 'e': 0.8883762667537444}",20,13,-1.2706281635428063,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.25, 'e': 0.8869949227792842}",25,4,-57.99547729018135,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
162,False,"{'a': 0.25, 'e': 0.8856055958565062}",20,0,-144.54954728725966,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
163,False,"{'a': 0.25, 'e': 0.8842082984893433}",25,0,-131.59632321792486,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
164,False,"{'a': 0.25, 'e': 0.8828030432534625}",25,2,-124.99613389937423,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 1}",1
165,False,"{'a': 0.25, 'e': 0.8813898427961513}",20,0,-20.20195267779488,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
166,False,"{'a': 0.25, 'e': 0.8799687098362042}",20,0,-131.75330044483277,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.25, 'e': 0.8785396571638084}",25,1,-102.84463569605714,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 1}",1
168,False,"{'a': 0.25, 'e': 0.8771026976404284}",20,0,-187.30899782032066,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 4}",0
169,False,"{'a': 0.25, 'e': 0.87565784419869}",25,0,-183.4097969341413,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
170,False,"{'a': 0.25, 'e': 0.8742051098422645}",20,0,-90.81148769875577,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
171,False,"{'a': 0.25, 'e': 0.8727445076457513}",20,0,-127.9632931837726,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
172,False,"{'a': 0.25, 'e': 0.8712760507545603}",25,0,-91.4106186220422,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
173,False,"{'a': 0.25, 'e': 0.8697997523847936}",25,0,-89.7480586325859,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
174,False,"{'a': 0.25, 'e': 0.8683156258231266}",25,0,-105.2791890466171,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
175,False,"{'a': 0.25, 'e': 0.8668236844266883}",25,0,-124.42541125015374,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
176,False,"{'a': 0.25, 'e': 0.8653239416229412}",25,0,-235.4069479127175,"{0: 10, 1: 2, 2: 9, 3: 1, 4: 3}",0
177,False,"{'a': 0.25, 'e': 0.8638164109095605}",20,3,-45.10239659320341,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 0}",1
178,False,"{'a': 0.25, 'e': 0.8623011058543124}",25,2,-71.60364154048737,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 1}",1
179,False,"{'a': 0.25, 'e': 0.8607780400949321}",20,0,-121.24298516847907,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
180,False,"{'a': 0.25, 'e': 0.8592472273390012}",20,0,-129.44570313036687,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
181,False,"{'a': 0.25, 'e': 0.8577086813638242}",30,0,-27.517730800197135,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
182,False,"{'a': 0.25, 'e': 0.8561624160163044}",25,0,-82.03064069616687,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.25, 'e': 0.8546084452128195}",20,0,-170.00028758927294,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 4}",0
184,False,"{'a': 0.25, 'e': 0.8530467829390963}",20,6,-9.740023180201534,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
185,False,"{'a': 0.25, 'e': 0.8514774432500848}",25,0,-148.88651384932507,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
186,False,"{'a': 0.25, 'e': 0.8499004402698315}",20,0,-76.80348006665345,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
187,False,"{'a': 0.25, 'e': 0.8483157881913526}",25,0,-80.95013800173862,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
188,False,"{'a': 0.25, 'e': 0.8467235012765061}",35,0,-113.19016798410044,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 2}",0
189,False,"{'a': 0.25, 'e': 0.8451235938558634}",25,0,-105.88514001891265,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
190,False,"{'a': 0.25, 'e': 0.8435160803285807}",25,0,-46.63836271332251,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
191,False,"{'a': 0.25, 'e': 0.8419009751622687}",20,5,-3.8768114620259047,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.25, 'e': 0.8402782928928632}",25,0,-82.42078955400376,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
193,False,"{'a': 0.25, 'e': 0.8386480481244933}",20,0,-100.2976012701152,"{0: 11, 1: 4, 2: 1, 3: 4, 4: 0}",0
194,False,"{'a': 0.25, 'e': 0.8370102555293514}",20,15,2.8863297278970315,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.25, 'e': 0.8353649298475595}",20,0,-30.875601228930215,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
196,False,"{'a': 0.25, 'e': 0.8337120858870376}",20,0,-41.2122830826869,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
197,False,"{'a': 0.25, 'e': 0.8320517385233703}",35,0,-132.47378755365327,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
198,False,"{'a': 0.25, 'e': 0.8303839026996727}",25,0,-59.69649453923512,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
199,False,"{'a': 0.25, 'e': 0.8287085934264558}",20,0,-71.05883309369622,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
200,False,"{'a': 0.25, 'e': 0.8270258257814919}",20,2,-19.76794684730626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.25, 'e': 0.8253356149096783}",20,0,-128.61198832501182,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
202,False,"{'a': 0.25, 'e': 0.8236379760229016}",25,0,-63.32446432058423,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
203,False,"{'a': 0.25, 'e': 0.8219329243999003}",20,0,-93.46100386462231,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
204,False,"{'a': 0.25, 'e': 0.8202204753861273}",25,0,-102.4274107227229,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
205,False,"{'a': 0.25, 'e': 0.8185006443936125}",30,0,0.9050772562209999,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
206,False,"{'a': 0.25, 'e': 0.8167734469008229}",25,0,-137.94828747494466,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
207,False,"{'a': 0.25, 'e': 0.8150388984525244}",25,0,-137.18960630042181,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 3}",0
208,False,"{'a': 0.25, 'e': 0.8132970146596414}",20,0,-107.09913930465743,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
209,False,"{'a': 0.25, 'e': 0.8115478111991162}",25,4,-15.987390070926798,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
210,False,"{'a': 0.25, 'e': 0.8097913038137682}",25,0,-142.79384274442734,"{0: 16, 1: 3, 2: 1, 3: 3, 4: 2}",0
211,False,"{'a': 0.25, 'e': 0.8080275083121519}",30,0,-72.52774034032416,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
212,False,"{'a': 0.25, 'e': 0.806256440568415}",20,0,-39.304731834200766,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
213,False,"{'a': 0.25, 'e': 0.8044781165221552}",25,0,-74.59869677946952,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
214,False,"{'a': 0.25, 'e': 0.802692552178277}",25,0,-232.59656864446143,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 5}",0
215,False,"{'a': 0.25, 'e': 0.8008997636068472}",20,0,-90.9865786584717,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
216,False,"{'a': 0.25, 'e': 0.7990997669429512}",20,0,-54.43008771143315,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
217,False,"{'a': 0.25, 'e': 0.7972925783865464}",20,6,-20.21780368468346,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.25, 'e': 0.795478214202318}",20,0,-65.5124100970906,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
219,False,"{'a': 0.25, 'e': 0.7936566907195313}",20,0,-30.74453605672602,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.25, 'e': 0.7918280243318853}",30,0,-119.57605474965894,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
221,False,"{'a': 0.25, 'e': 0.7899922314973651}",35,0,-39.18352092874443,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
222,False,"{'a': 0.25, 'e': 0.7881493287380938}",25,4,-99.97300677489228,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 2}",1
223,False,"{'a': 0.25, 'e': 0.786299332640184}",25,0,-87.37581004546959,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
224,False,"{'a': 0.25, 'e': 0.7844422598535878}",20,0,-121.11359526526273,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
